"","plot_code","tree_tag","dbh","year","month","agC.1","agC.2","npp_day","NPPpertree_MgC_ha_yr"
"1","TAM-05",3,21.6,2006,1,0.123086328368962,0.125397758240508,6.33268457957741e-06,0.00231142987154576
"2","TAM-05",4,14.1,2006,1,0.101732282008847,0.10319079074581,3.99591434784536e-06,0.00145850873696356
"3","TAM-05",5,12.6,2006,1,0.0698319450075012,0.0721027548737701,6.2213968938874e-06,0.0022708098662689
"4","TAM-05",6,16.1,2006,1,0.060306572654311,0.0618332609379533,4.18270762641706e-06,0.00152668828364223
"5","TAM-05",7,18,2006,1,0.0557017603232687,0.0603006125989477,1.25995952758329e-05,0.00459885227567901
"6","TAM-05",8,16.7,2006,1,0.0356940350324691,0.0393762486855951,1.00882565839069e-05,0.00368221365312604
"7","TAM-05",9,22.7,2006,1,0.125049164040172,0.129575466504977,1.24008286706996e-05,0.00452630246480537
"8","TAM-05",11,26.3,2006,1,0.104896882110016,0.140806389385932,9.83822117148384e-05,0.035909507275916
"9","TAM-05",12,11.5,2006,1,0.0251695831360158,0.0260684264213179,2.46258434329356e-06,0.00089884328530215
"10","TAM-05",12.1,15.7,2006,1,0.0317096408399298,0.0352061140067308,9.57937853918074e-06,0.00349647316680097
"11","TAM-05",13,15.2,2006,1,0.0571508251539081,0.0571508251539081,0,0
"12","TAM-05",13.1,19.1,2006,1,0.052342680001422,0.05959593362042,1.98719277232821e-05,0.00725325361899797
"13","TAM-05",15,25.8,2006,1,0.219474276153007,0.226441281509219,1.90876859074295e-05,0.00696700535621178
"14","TAM-05",16,22.3,2006,1,0.124696170097698,0.126963326770305,6.21138814412634e-06,0.00226715667260612
"15","TAM-05",17,12.2,2006,1,0.0294405449449685,0.0294405449449685,0,0
"16","TAM-05",19,13.1,2006,1,0.0356362070640375,0.0356362070640375,0,0
"17","TAM-05",20,41.1,2006,1,0.775117431248045,0.830749586659715,0.000152416864141561,0.0556321554116698
"18","TAM-05",21,21.4,2006,1,0.104391576986301,0.11487689013035,2.87268853261614e-05,0.0104853131440489
"19","TAM-05",23,16.7,2006,1,0.0254532498601697,0.0273857368678011,5.29448495241482e-06,0.00193248700763141
"20","TAM-05",25,20.7,2006,1,0.100303424867612,0.101279608166469,2.67447479139075e-06,0.000976183298857625
"21","TAM-05",26,30.1,2006,1,0.249059439730767,0.250722603322747,4.55661258076701e-06,0.00166316359197996
"22","TAM-05",27,18,2006,1,0.0800265301857136,0.081834982262881,4.95466322511601e-06,0.00180845207716734
"23","TAM-05",28,10.5,2006,1,0.0449454032919372,0.0449454032919372,0,0
"24","TAM-05",28.1,10,2006,1,0.0102247981465061,0.0108670402237285,1.75956733485577e-06,0.000642242077222356
"25","TAM-05",29,12.4,2006,1,0.0404123369199412,0.0431513953111817,7.50426956504237e-06,0.00273905839124047
"26","TAM-05",31,15.4,2006,1,0.0663642566646362,0.0672345982766676,2.38449756720934e-06,0.000870341612031408
"27","TAM-05",32,13.2,2006,1,0.0391186175285586,0.0403315261430535,3.32303729998616e-06,0.00121290861449495
"28","TAM-05",33,11.8,2006,1,0.0243197359689766,0.0256051420515713,3.52166050025942e-06,0.00128540608259469
"29","TAM-05",34,14.7,2006,1,0.0635603270588235,0.0644339982836422,2.39361979402383e-06,0.000873671224818698
"30","TAM-05",35,28.9,2006,1,0.228865358848103,0.235334732365065,1.77243110053755e-05,0.00646937351696206
"31","TAM-05",36,13.1,2006,1,0.0279363231946783,0.0288092808331154,2.39166476284152e-06,0.000872957638437154
"32","TAM-05",36.1,NA,2006,1,NA,NA,NA,NA
"33","TAM-05",37,42.7,2006,1,1.38982028989904,1.43653369408731,0.000127981929282941,0.0467134041882735
"34","TAM-05",40,16.8,2006,1,0.0519175090515618,0.0544809553640423,7.02314058213821e-06,0.00256344631248045
"35","TAM-05",43,71.3,2006,1,3.10722572503413,3.48756037835924,0.00104201274883594,0.380334653325117
"36","TAM-05",43.1,11.8,2006,1,0.0175504840612409,0.0181608903142627,1.67234589868976e-06,0.000610406253021761
"37","TAM-05",45,48.9,2006,1,1.5262800945988,1.5709337928951,0.000122338899441899,0.0446536982962931
"38","TAM-05",45.1,10.8,2006,1,0.0254683781959487,0.0259466471549957,1.31032591519726e-06,0.000478268959046999
"39","TAM-05",46,16.3,2006,1,0.0626538529501865,0.063429744666724,2.12573073023979e-06,0.000775891716537524
"40","TAM-05",47,24.6,2006,1,0.0564798916907617,0.0569418929705645,1.26575693096664e-06,0.000462001279802823
"41","TAM-05",48,15.9,2006,1,0.0575585629549646,0.0575585629549646,0,0
"42","TAM-05",51,40.4,2006,1,0.529402853519932,0.576935254559416,0.000130225756272559,0.0475324010394841
"43","TAM-05",53,13.1,2006,1,0.0368492394936067,0.0368492394936067,0,0
"44","TAM-05",55,40,2006,1,0.239650366848769,0.239650366848769,0,0
"45","TAM-05",56,15.7,2006,1,0.0639894909689853,0.0639894909689853,0,0
"46","TAM-05",59,18.8,2006,1,0.0552203011872778,0.0564142191340949,3.27100807347149e-06,0.00119391794681709
"47","TAM-05",60,18.1,2006,1,0.0686367348431866,0.0694014836480752,2.09520220517427e-06,0.00076474880488861
"48","TAM-05",61,79.3,2006,1,5.1783414725749,5.1783414725749,0,0
"49","TAM-05",62,11.7,2006,1,0.026516678267296,0.0269758329965082,1.25795816222531e-06,0.000459154729212239
"50","TAM-05",62.1,10.3,2006,1,0.0118155733772628,0.0118155733772628,0,0
"51","TAM-05",63,13.9,2006,1,0.0195200758105418,0.0195200758105418,0,0
"52","TAM-05",64,14.7,2006,1,0.0489598117647059,0.0496327909750201,1.84377865839524e-06,0.000672979210314263
"53","TAM-05",66,17.9,2006,1,0.0698520833691994,0.0698520833691994,0,0
"54","TAM-05",66.1,10.7,2006,1,0.0142042051002512,0.0147504711285965,1.49661925574044e-06,0.00054626602834526
"55","TAM-05",68,18.3,2006,1,0.0961495378489833,0.0993812306489074,8.85395287650456e-06,0.00323169279992416
"56","TAM-05",69,39.4,2006,1,0.314429029704808,0.332749591688917,5.01933205044088e-05,0.0183205619841092
"57","TAM-05",69.1,10.9,2006,1,0.00916357426411338,0.00987504996207991,1.94924848757955e-06,0.000711475697966535
"58","TAM-05",69.2,NA,2006,1,NA,NA,NA,NA
"59","TAM-05",70,24.4,2006,1,0.113121190690619,0.116923319599943,1.04167915323934e-05,0.00380212890932358
"60","TAM-05",71,24.2,2006,1,0.152484307721477,0.155036302038204,6.99176525130824e-06,0.00255199431672751
"61","TAM-05",71.1,11.2,2006,1,0.0165205238272374,0.0174424249548747,2.52575651407471e-06,0.000921901127637268
"62","TAM-05",72,22.3,2006,1,0.213567598763571,0.225541063070221,3.28040117990402e-05,0.0119734643066497
"63","TAM-05",74,53.4,2006,1,1.3402655032905,1.3402655032905,0,0
"64","TAM-05",75,10.6,2006,1,0.0152082687669335,0.0154993295115886,7.97426697685326e-07,0.000291060744655144
"65","TAM-05",76,14.8,2006,1,0.0642242997292269,0.0669093489307485,7.35629918225084e-06,0.00268504920152156
"66","TAM-05",77,24.4,2006,1,0.256495432987507,0.260752545904381,1.1663323059931e-05,0.00425711291687481
"67","TAM-05",78,16.9,2006,1,0.0524730847933371,0.0530996235396294,1.71654451038992e-06,0.000626538746292322
"68","TAM-05",79,20.8,2006,1,0.0730498638420629,0.0744751934504432,3.90501262569951e-06,0.00142532960838032
"69","TAM-05",80,14.2,2006,1,0.0495482597234678,0.0495482597234678,0,0
"70","TAM-05",81,27.4,2006,1,0.297402592458406,0.299585356457316,5.98017533947866e-06,0.00218276399890971
"71","TAM-05",83,30.2,2006,1,0.417215235706025,0.419992034937057,7.60766912611498e-06,0.00277679923103197
"72","TAM-05",83.1,11.5,2006,1,0.0269535402076124,0.0284168183391003,4.00898118215861e-06,0.00146327813148789
"73","TAM-05",85,10.6,2006,1,0.0069655823662132,0.0069655823662132,0,0
"74","TAM-05",86,NA,2006,1,0.0760920876226952,NA,NA,NA
"75","TAM-05",88,10.4,2006,1,0.0235408176986301,0.0244730376997677,2.55402740037702e-06,0.000932220001137612
"76","TAM-05",88.1,11.9,2006,1,0.0139308139308906,0.0149167679452055,2.70124387483515e-06,0.000985954014314831
"77","TAM-05",89,11.9,2006,1,0.0365124772481158,0.0377714362123288,3.44920264167928e-06,0.00125895896421294
"78","TAM-05",90,39.4,2006,1,0.521438680527397,0.529470993847182,2.20063378624239e-05,0.00803231331978471
"79","TAM-05",90.1,10.2,2006,1,0.0113618840547945,0.0113618840547945,0,0
"80","TAM-05",91,10.7,2006,1,0.0142735865846898,0.0142735865846898,0,0
"81","TAM-05",92,32.5,2006,1,0.212931757061194,0.216917912499408,1.09209738033259e-05,0.00398615543821396
"82","TAM-05",96,NA,2006,1,NA,NA,NA,NA
"83","TAM-05",96.1,12.5,2006,1,0.057501371321112,0.0613659536160354,1.05878966984204e-05,0.00386458229492344
"84","TAM-05",96.2,17.4,2006,1,0.0426624038340996,0.0452241496614684,7.01848171881868e-06,0.00256174582736882
"85","TAM-05",97,10.7,2006,1,0.0153471000785873,0.0156380338910419,7.97078938231582e-07,0.000290933812454527
"86","TAM-05",98,15.5,2006,1,0.0495743427017551,0.0502202556674678,1.76962456359641e-06,0.000645912965712689
"87","TAM-05",99,25,2006,1,0.103865820543205,0.112701628193582,2.42076921928133e-05,0.00883580765037684
"88","TAM-05",100,37,2006,1,0.379431820670697,0.40080413773008,5.85542933133789e-05,0.0213723170593833
"89","TAM-05",100.1,12.4,2006,1,0.0351709624382614,0.0375547721146324,6.53098541471519e-06,0.00238380967637104
"90","TAM-05",101,24.2,2006,1,0.138552691527255,0.142052832173845,9.58942642901192e-06,0.00350014064658935
"91","TAM-05",102,12.9,2006,1,0.0490634926013746,0.0530999987239513,1.10589208837717e-05,0.00403650612257667
"92","TAM-05",103,47.3,2006,1,0.724407045006564,0.736816361865392,3.39981283803515e-05,0.0124093168588283
"93","TAM-05",104,21.7,2006,1,0.0816459837133242,0.0871797670538939,1.51610502481363e-05,0.00553378334056975
"94","TAM-05",105,21.2,2006,1,0.0978837493291457,0.104682622958932,1.86270510405109e-05,0.00679887362978648
"95","TAM-05",105.1,NA,2006,1,NA,NA,NA,NA
"96","TAM-05",106,31.7,2006,1,0.221958271345046,0.221958271345046,0,0
"97","TAM-05",107,19.2,2006,1,0.0676673009586197,0.0698325181976584,5.93210202476364e-06,0.00216521723903873
"98","TAM-05",108,12.1,2006,1,0.0191773088121534,0.0191773088121534,0,0
"99","TAM-05",109,22.3,2006,1,0.096103525908897,0.096103525908897,0,0
"100","TAM-05",110,69.4,2006,1,0.948317731457957,0.959344589179762,3.02105691008353e-05,0.0110268577218049
"101","TAM-05",111,27.4,2006,1,0.265437979146229,0.277456306003318,3.29269228961333e-05,0.0120183268570886
"102","TAM-05",112,14.1,2006,1,0.0328825918393555,0.0343278097226542,3.95950105013342e-06,0.0014452178832987
"103","TAM-05",113,15.6,2006,1,0.0329287479776271,0.0360954015937811,8.67576333192866e-06,0.00316665361615396
"104","TAM-05",114,12.9,2006,1,0.0432300615905105,0.0460410531153718,7.70134664345577e-06,0.00281099152486135
"105","TAM-05",116,12.3,2006,1,0.0395857902649605,0.0415898208971241,5.49049488264012e-06,0.00200403063216364
"106","TAM-05",117,22.3,2006,1,0.10451698916263,0.114561161896194,2.75182814618192e-05,0.010044172733564
"107","TAM-05",119,11,2006,1,0.00602680937414934,0.00625209134321047,6.17210874140103e-07,0.000225281969061138
"108","TAM-05",119.1,11.15,2006,1,0.0258165343502127,0.0265254222459035,1.94215861833085e-06,0.000708887895690759
"109","TAM-05",120,18.9,2006,1,0.0623264552780016,0.0650507906204673,7.46393244511161e-06,0.00272433534246574
"110","TAM-05",121,23.7,2006,1,0.0831095586026449,0.0898003385109257,1.83309038583035e-05,0.00669077990828079
"111","TAM-05",122,79.1,2006,1,1.90284953612342,2.02379578848362,0.000331359595507384,0.120946252360195
"112","TAM-05",123,31.65,2006,1,0.141525595866711,0.147522761400199,1.64305905027072e-05,0.00599716553348814
"113","TAM-05",124,24.6,2006,1,0.103610116623217,0.108855378777267,1.43705812439736e-05,0.00524526215405036
"114","TAM-05",124.1,12,2006,1,0.0117972356126463,0.0124099782907522,1.67874706330381e-06,0.000612742678105892
"115","TAM-05",125,17.8,2006,1,0.0541246221464663,0.0541246221464663,0,0
"116","TAM-05",126,10.6,2006,1,0.0207852208003508,0.0211830150487747,1.08984725595602e-06,0.000397794248423948
"117","TAM-05",127,23.1,2006,1,0.077733038191212,0.08121060088733,9.52756903046008e-06,0.00347756269611793
"118","TAM-05",128,17.3,2006,1,0.0459083405026047,0.0459083405026047,0,0
"119","TAM-05",131,11.8,2006,1,0.00915037123670427,0.00930745628605963,4.30369998233862e-07,0.00015708504935536
"120","TAM-05",132,11.6,2006,1,0.0140768265051903,0.0145750829065744,1.36508603118926e-06,0.000498256401384079
"121","TAM-05",133,22.5,2006,1,0.157790072022704,0.157790072022704,0,0
"122","TAM-05",134,16,2006,1,0.0151940010428023,0.0151940010428023,0,0
"123","TAM-05",135,16.6,2006,1,0.0484753919988624,0.0490647530549367,1.61468782486119e-06,0.000589361056074336
"124","TAM-05",136,11.55,2006,1,0.0298308523368267,0.0300908149630512,7.12226373217889e-07,0.00025996262622453
"125","TAM-05",136.1,10.4,2006,1,0.0191411794049107,0.0207030996443514,4.27923353271428e-06,0.00156192023944071
"126","TAM-05",137,15.6,2006,1,0.0396830661859998,0.0472261283535866,2.0665923746813e-05,0.00754306216758675
"127","TAM-05",138,34.2,2006,1,0.366284767123288,0.370606673891074,1.18408404596902e-05,0.00432190676778693
"128","TAM-05",139,17.3,2006,1,0.0498023128013461,0.0498023128013461,0,0
"129","TAM-05",139.1,13.6,2006,1,0.0205793195760535,0.0221802397808219,4.38608275279027e-06,0.00160092020476845
"130","TAM-05",139.2,10.3,2006,1,0.0121256424995023,0.0126106206526046,1.32870726877353e-06,0.000484978153102337
"131","TAM-05",140,18.15,2006,1,0.0975347879161415,0.100278248719781,7.51633096887616e-06,0.0027434608036398
"132","TAM-05",141,15.9,2006,1,0.0562723648059717,0.0562723648059717,0,0
"133","TAM-05",142,17.4,2006,1,0.0624313834143233,0.0654038949568184,8.14386723971257e-06,0.00297251154249509
"134","TAM-05",143,15.2,2006,1,0.0343878199649239,0.0357865047731905,3.83201317333307e-06,0.00139868480826657
"135","TAM-05",144,15.8,2006,1,0.0295921699578139,0.0303558074797365,2.09215759430836e-06,0.000763637521922551
"136","TAM-05",145,18.9,2006,1,0.150733747741385,0.150733747741385,0,0
"137","TAM-05",146,26.6,2006,1,0.220482372644452,0.223835668601223,9.18711221033197e-06,0.00335329595677117
"138","TAM-05",147,24.2,2006,1,0.159123276325217,0.164516904786209,1.47770642766897e-05,0.00539362846099176
"139","TAM-05",147.1,11.2,2006,1,0.0254565141963312,0.0263906209982462,2.55919671757524e-06,0.000934106801914962
"140","TAM-05",148,13.6,2006,1,0.0440929466331706,0.0454189764383561,3.63295837037143e-06,0.00132602980518557
"141","TAM-05",149,24.8,2006,1,0.242170682430417,0.244135548069963,5.38319353300269e-06,0.00196486563954598
"142","TAM-05",150,33.85,2006,1,0.458570849751601,0.465420207526842,1.87653637677841e-05,0.0068493577752412
"143","TAM-05",151,18.3,2006,1,0.0734249539448737,0.0734249539448737,0,0
"144","TAM-05",151.1,14.9,2006,1,0.021106204567474,0.0219824942579514,2.40079367254061e-06,0.000876289690477323
"145","TAM-05",152,14.7,2006,1,0.0291592646978243,0.0291592646978243,0,0
"146","TAM-05",153,11.5,2006,1,0.0360634504017159,0.0360634504017159,0,0
"147","TAM-05",154,15.1,2006,1,0.0653397487889273,0.0698917063302839,1.24711165516619e-05,0.00455195754135659
"148","TAM-05",155,13.4,2006,1,0.02754285682999,0.02754285682999,0,0
"149","TAM-05",156,31.5,2006,1,0.295870400282031,0.295870400282031,0,0
"150","TAM-05",156.1,10.2,2006,1,0.0156725578283187,0.0159844418827397,8.54476861427409e-07,0.000311884054421004
"151","TAM-05",156.2,NA,2006,1,NA,NA,NA,NA
"152","TAM-05",157,12.7,2006,1,0.0196267002967246,0.0199394714717732,8.56907328900237e-07,0.000312771175048587
"153","TAM-05",157.1,11.5,2006,1,0.0248865726833199,0.0248865726833199,0,0
"154","TAM-05",160,24,2006,1,0.178175603204247,0.178175603204247,0,0
"155","TAM-05",162,12.6,2006,1,0.0374162988636773,0.0392637425315448,5.06148950100674e-06,0.00184744366786746
"156","TAM-05",162.1,15.5,2006,1,0.0338154017997049,0.0375961418037813,1.03581917919901e-05,0.0037807400040764
"157","TAM-05",162.2,10.3,2006,1,0.0189180657434678,0.0192908265544454,1.02126249582905e-06,0.000372760810977604
"158","TAM-05",162.3,14.8,2006,1,0.0407073141843864,0.0448495050497862,1.1348468124383e-05,0.00414219086539981
"159","TAM-05",163,10.3,2006,1,0.0137711417624307,0.0137711417624307,0,0
"160","TAM-05",163.1,10.3,2006,1,0.016495392709864,0.0174999621258947,2.75224497542662e-06,0.00100456941603072
"161","TAM-05",164,17.4,2006,1,0.0605203323919685,0.0634018541003196,7.89458002287985e-06,0.00288152170835115
"162","TAM-05",165,26.6,2006,1,0.112196735611509,0.118343379271745,1.68401196170852e-05,0.00614664366023608
"163","TAM-05",168,12.9,2006,1,0.0283098467910129,0.029208516364886,2.46210842157003e-06,0.000898669573873061
"164","TAM-05",169,65.4,2006,1,2.59892969480969,2.59892969480969,0,0
"165","TAM-05",170,21.8,2006,1,0.127536915219984,0.127536915219984,0,0
"166","TAM-05",172,10.1,2006,1,0.0117443721856188,0.0119804340665497,6.46744879262841e-07,0.000236061880930937
"167","TAM-05",172.2,10.3,2006,1,0.0145953051191525,0.0161226147448031,4.18440993328929e-06,0.00152730962565059
"168","TAM-05",172.3,10.9,2006,1,0.0127456819007415,0.0142738662138476,4.18680633727712e-06,0.00152818431310615
"169","TAM-05",173,17.9,2006,1,0.0326287951485993,0.0357531967222828,8.56000431146154e-06,0.00312440157368346
"170","TAM-05",173.1,14,2006,1,0.0248768420181068,0.0259782675451486,3.01760418367607e-06,0.00110142552704176
"171","TAM-05",174,31.9,2006,1,0.259988350343651,0.271785364473622,3.23205866574549e-05,0.011797014129971
"172","TAM-05",175,11,2006,1,0.0109083947958645,0.0109083947958645,0,0
"173","TAM-05",176,58.4,2006,1,1.28376421798905,1.31510168573622,8.58560760196385e-05,0.0313374677471681
"174","TAM-05",177,15.3,2006,1,0.0401672120547945,0.0401672120547945,0,0
"175","TAM-05",178,22.1,2006,1,0.0910829407024695,0.0919128493150685,2.27372222629849e-06,0.000829908612598948
"176","TAM-05",179,13.5,2006,1,0.0194731573114661,0.0197648859434991,7.99256526117771e-07,0.000291728632032986
"177","TAM-05",180,15.7,2006,1,0.0467134041882732,0.0485511342484713,5.03487687725512e-06,0.00183773006019812
"178","TAM-05",180.1,13.4,2006,1,0.0246013541460871,0.0273880535090297,7.63479277518522e-06,0.00278669936294261
"179","TAM-05",181,12.9,2006,1,0.0303527675214485,0.0303527675214485,0,0
"180","TAM-05",182,33.9,2006,1,0.369728545460113,0.369728545460113,0,0
"181","TAM-05",182.1,10.2,2006,1,0.0156516214240899,0.0156516214240899,0,0
"182","TAM-05",183,22.5,2006,1,0.0549906991212021,0.0585789105086031,9.83071612986589e-06,0.00358821138740105
"183","TAM-05",183.1,NA,2006,1,NA,NA,NA,NA
"184","TAM-05",184,22.2,2006,1,0.100484910956439,0.100484910956439,0,0
