plot_code,measurement_code,disturbance_code,subplot,collar_number,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,inputD,time,inputF,atmp,probe_type
ESP,CTRL,UD,13,1,1,2013,71,6,24,7,23,49,454,1,24,0.04,739,8
ESP,CTRL,UD,13,1,1,2013,71,7,24,7,23,50,455,1,28,0.04,739,8
ESP,CTRL,UD,13,1,1,2013,71,8,24,7,23,50,455,2,33,0.04,739,8
ESP,CTRL,UD,13,1,1,2013,71,9,24,7,23,50,457,3,38,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,10,24,7,23,50,456,3,43,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,11,24,7,23,50,457,4,48,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,12,24,7,23,50,457,4,52,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,13,24,7,23,50,458,5,57,0.06,738,8
ESP,CTRL,UD,13,1,1,2013,71,14,24,7,23,50,458,5,62,0.06,739,8
ESP,CTRL,UD,13,1,1,2013,71,15,24,7,23,50,458,5,67,0.06,739,8
ESP,CTRL,UD,13,1,1,2013,71,16,24,7,23,50,459,6,72,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,17,24,7,23,50,460,6,76,0.06,738,8
ESP,CTRL,UD,13,1,1,2013,71,18,24,7,23,50,459,6,81,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,19,24,7,23,51,460,7,86,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,20,24,7,23,51,460,7,91,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,21,24,7,23,51,462,8,96,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,22,24,7,23,51,461,8,100,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,23,24,7,23,51,461,8,105,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,24,24,7,23,51,463,9,110,0.05,738,8
ESP,CTRL,UD,13,1,1,2013,71,25,24,7,23,51,462,9,115,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,26,24,7,23,51,463,9,120,0.05,739,8
ESP,CTRL,UD,13,1,1,2013,71,27,24,7,23,51,464,10,124,0.05,738,8
ESP,CTRL,UD,13,2,1,2013,72,1,24,7,23,52,455,0,0,0,739,8
ESP,CTRL,UD,13,2,1,2013,72,2,24,7,23,52,456,0,4,0,739,8
ESP,CTRL,UD,13,2,1,2013,72,3,24,7,23,52,457,0,9,0,739,8
ESP,CTRL,UD,13,2,1,2013,72,4,24,7,23,53,458,2,14,0.13,738,8
ESP,CTRL,UD,13,2,1,2013,72,5,24,7,23,53,459,3,19,0.13,738,8
ESP,CTRL,UD,13,2,1,2013,72,6,24,7,23,53,459,4,24,0.12,738,8
ESP,CTRL,UD,13,2,1,2013,72,7,24,7,23,53,460,4,28,0.11,738,8
ESP,CTRL,UD,13,2,1,2013,72,8,24,7,23,53,460,5,33,0.1,738,8
ESP,CTRL,UD,13,2,1,2013,72,9,24,7,23,53,460,5,38,0.09,739,8
ESP,CTRL,UD,13,2,1,2013,72,10,24,7,23,53,461,5,43,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,11,24,7,23,53,462,6,48,0.09,738,8
ESP,CTRL,UD,13,2,1,2013,72,12,24,7,23,53,463,6,52,0.09,738,8
ESP,CTRL,UD,13,2,1,2013,72,13,24,7,23,53,463,7,57,0.09,738,8
ESP,CTRL,UD,13,2,1,2013,72,14,24,7,23,53,463,7,62,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,15,24,7,23,53,464,8,67,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,16,24,7,23,53,464,8,72,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,17,24,7,23,54,465,9,76,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,18,24,7,23,54,465,9,81,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,19,24,7,23,54,466,10,86,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,20,24,7,23,54,468,10,91,0.08,738,8
ESP,CTRL,UD,13,2,1,2013,72,21,24,7,23,54,468,11,96,0.08,738,8
ESP,CTRL,UD,13,2,1,2013,72,22,24,7,23,54,469,12,100,0.08,738,8
ESP,CTRL,UD,13,2,1,2013,72,23,24,7,23,54,469,13,105,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,24,24,7,23,54,470,13,110,0.08,738,8
ESP,CTRL,UD,13,2,1,2013,72,25,24,7,23,54,470,14,115,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,26,24,7,23,54,471,14,120,0.08,739,8
ESP,CTRL,UD,13,2,1,2013,72,27,24,7,23,54,471,15,124,0.08,739,8
ESP,CTRL,UD,13,3,1,2013,73,1,24,7,23,55,458,0,0,0,738,8
ESP,CTRL,UD,13,3,1,2013,73,2,24,7,23,56,459,0,4,0,738,8
ESP,CTRL,UD,13,3,1,2013,73,3,24,7,23,56,458,0,9,0,739,8
ESP,CTRL,UD,13,3,1,2013,73,4,24,7,23,56,460,1,14,0.06,738,8
ESP,CTRL,UD,13,3,1,2013,73,5,24,7,23,56,461,2,19,0.09,738,8
ESP,CTRL,UD,13,3,1,2013,73,6,24,7,23,56,461,3,24,0.09,738,8
ESP,CTRL,UD,13,3,1,2013,73,7,24,7,23,56,462,3,28,0.09,738,8
ESP,CTRL,UD,13,3,1,2013,73,8,24,7,23,56,462,4,33,0.08,738,8
ESP,CTRL,UD,13,3,1,2013,73,9,24,7,23,56,463,4,38,0.09,738,8
ESP,CTRL,UD,13,3,1,2013,73,10,24,7,23,56,463,5,43,0.08,738,8
ESP,CTRL,UD,13,3,1,2013,73,11,24,7,23,56,462,5,48,0.07,739,8
ESP,CTRL,UD,13,3,1,2013,73,12,24,7,23,56,464,6,52,0.08,738,8
ESP,CTRL,UD,13,3,1,2013,73,13,24,7,23,56,464,6,57,0.07,739,8
ESP,CTRL,UD,13,3,1,2013,73,14,24,7,23,57,465,7,62,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,15,24,7,23,57,466,7,67,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,16,24,7,23,57,465,7,72,0.07,739,8
ESP,CTRL,UD,13,3,1,2013,73,17,24,7,23,57,466,8,76,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,18,24,7,23,57,466,8,81,0.07,739,8
ESP,CTRL,UD,13,3,1,2013,73,19,24,7,23,57,467,9,86,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,20,24,7,23,57,467,9,91,0.07,739,8
ESP,CTRL,UD,13,3,1,2013,73,21,24,7,23,57,468,10,96,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,22,24,7,23,57,469,10,100,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,23,24,7,23,57,469,11,105,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,24,24,7,23,57,469,11,110,0.07,739,8
ESP,CTRL,UD,13,3,1,2013,73,25,24,7,23,57,470,11,115,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,26,24,7,23,57,471,12,120,0.07,738,8
ESP,CTRL,UD,13,3,1,2013,73,27,24,7,23,58,470,12,124,0.07,739,8
ESP,CTRL,UD,13,4,1,2013,74,1,24,7,23,58,465,0,0,0,738,8
ESP,CTRL,UD,13,4,1,2013,74,2,24,7,23,58,466,0,4,0,739,8
ESP,CTRL,UD,13,4,1,2013,74,3,24,7,23,58,468,0,9,0,738,8
ESP,CTRL,UD,13,4,1,2013,74,4,24,7,23,59,469,4,14,0.22,738,8
ESP,CTRL,UD,13,4,1,2013,74,5,24,7,23,59,469,4,19,0.17,739,8
ESP,CTRL,UD,13,4,1,2013,74,6,24,7,23,59,471,6,24,0.17,738,8
ESP,CTRL,UD,13,4,1,2013,74,7,24,7,23,59,472,6,28,0.16,738,8
ESP,CTRL,UD,13,4,1,2013,74,8,24,7,23,59,471,6,33,0.14,739,8
ESP,CTRL,UD,13,4,1,2013,74,9,24,7,23,59,473,7,38,0.13,738,8
ESP,CTRL,UD,13,4,1,2013,74,10,24,7,23,59,474,8,43,0.13,738,8
ESP,CTRL,UD,13,4,1,2013,74,11,24,7,23,59,474,8,48,0.13,738,8
ESP,CTRL,UD,13,4,1,2013,74,12,24,7,23,59,475,9,52,0.12,738,8
ESP,CTRL,UD,13,4,1,2013,74,13,24,7,23,59,476,10,57,0.12,738,8
ESP,CTRL,UD,13,4,1,2013,74,14,24,7,23,59,476,10,62,0.12,738,8
ESP,CTRL,UD,13,4,1,2013,74,15,24,7,23,59,477,11,67,0.11,738,8
ESP,CTRL,UD,13,4,1,2013,74,16,25,7,0,0,476,11,72,0.11,739,8
ESP,CTRL,UD,13,4,1,2013,74,17,25,7,0,0,478,11,76,0.1,738,8
ESP,CTRL,UD,13,4,1,2013,74,18,25,7,0,0,477,12,81,0.1,739,8
ESP,CTRL,UD,13,4,1,2013,74,19,25,7,0,0,479,12,86,0.1,738,8
ESP,CTRL,UD,13,4,1,2013,74,20,25,7,0,0,479,13,91,0.1,738,8
ESP,CTRL,UD,13,4,1,2013,74,21,25,7,0,0,479,13,96,0.09,739,8
ESP,CTRL,UD,13,4,1,2013,74,22,25,7,0,0,480,14,100,0.09,738,8
ESP,CTRL,UD,13,4,1,2013,74,23,25,7,0,0,481,14,105,0.09,738,8
ESP,CTRL,UD,13,4,1,2013,74,24,25,7,0,0,481,15,110,0.09,738,8
ESP,CTRL,UD,13,4,1,2013,74,25,25,7,0,0,481,15,115,0.09,739,8
ESP,CTRL,UD,13,4,1,2013,74,26,25,7,0,0,482,15,120,0.09,738,8
ESP,CTRL,UD,13,4,1,2013,74,27,25,7,0,0,482,16,124,0.09,739,8
ESP,CTRL,UD,13,5,1,2013,75,1,25,7,0,1,463,0,0,0,739,8
ESP,CTRL,UD,13,5,1,2013,75,2,25,7,0,1,466,0,4,0,739,8
ESP,CTRL,UD,13,5,1,2013,75,3,25,7,0,2,469,0,9,0,739,8
ESP,CTRL,UD,13,5,1,2013,75,4,25,7,0,2,471,7,14,0.36,738,8
ESP,CTRL,UD,13,5,1,2013,75,5,25,7,0,2,472,8,19,0.32,738,8
ESP,CTRL,UD,13,5,1,2013,75,6,25,7,0,2,473,9,24,0.27,738,8
ESP,CTRL,UD,13,5,1,2013,75,7,25,7,0,2,474,10,28,0.24,738,8
ESP,CTRL,UD,13,5,1,2013,75,8,25,7,0,2,475,10,33,0.22,738,8
ESP,CTRL,UD,13,5,1,2013,75,9,25,7,0,2,475,11,38,0.2,738,8
ESP,CTRL,UD,13,5,1,2013,75,10,25,7,0,2,476,11,43,0.19,738,8
ESP,CTRL,UD,13,5,1,2013,75,11,25,7,0,2,477,12,48,0.18,738,8
ESP,CTRL,UD,13,5,1,2013,75,12,25,7,0,2,478,12,52,0.17,738,8
ESP,CTRL,UD,13,5,1,2013,75,13,25,7,0,2,478,13,57,0.16,738,8
ESP,CTRL,UD,13,5,1,2013,75,14,25,7,0,2,479,14,62,0.16,738,8
ESP,CTRL,UD,13,5,1,2013,75,15,25,7,0,2,480,14,67,0.15,738,8
ESP,CTRL,UD,13,5,1,2013,75,16,25,7,0,3,481,15,72,0.15,738,8
ESP,CTRL,UD,13,5,1,2013,75,17,25,7,0,3,480,15,76,0.14,739,8
ESP,CTRL,UD,13,5,1,2013,75,18,25,7,0,3,482,16,81,0.14,738,8
ESP,CTRL,UD,13,5,1,2013,75,19,25,7,0,3,483,17,86,0.13,738,8
ESP,CTRL,UD,13,5,1,2013,75,20,25,7,0,3,484,17,91,0.13,738,8
ESP,CTRL,UD,13,5,1,2013,75,21,25,7,0,3,484,18,96,0.13,738,8
ESP,CTRL,UD,13,5,1,2013,75,22,25,7,0,3,485,18,100,0.13,738,8
ESP,CTRL,UD,13,5,1,2013,75,23,25,7,0,3,485,19,105,0.12,739,8
ESP,CTRL,UD,13,5,1,2013,75,24,25,7,0,3,486,19,110,0.12,738,8
ESP,CTRL,UD,13,5,1,2013,75,25,25,7,0,3,487,20,115,0.12,738,8
ESP,CTRL,UD,13,5,1,2013,75,26,25,7,0,3,488,21,120,0.12,738,8
ESP,CTRL,UD,13,5,1,2013,75,27,25,7,0,3,488,21,124,0.12,738,8
ESP,CTRL,D,13,6,1,2013,76,1,25,7,0,4,449,0,0,0,738,8
ESP,CTRL,D,13,6,1,2013,76,2,25,7,0,4,449,0,4,0,738,8
ESP,CTRL,D,13,6,1,2013,76,3,25,7,0,5,450,0,9,0,738,8
ESP,CTRL,D,13,6,1,2013,76,4,25,7,0,5,451,2,14,0.12,738,8
ESP,CTRL,D,13,6,1,2013,76,5,25,7,0,5,452,3,19,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,6,25,7,0,5,453,4,24,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,7,25,7,0,5,453,4,28,0.12,739,8
ESP,CTRL,D,13,6,1,2013,76,8,25,7,0,5,455,6,33,0.12,738,8
ESP,CTRL,D,13,6,1,2013,76,9,25,7,0,5,456,7,38,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,10,25,7,0,5,457,8,43,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,11,25,7,0,5,458,9,48,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,12,25,7,0,5,459,10,52,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,13,25,7,0,5,460,11,57,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,14,25,7,0,5,461,12,62,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,15,25,7,0,5,462,13,67,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,16,25,7,0,6,463,14,72,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,17,25,7,0,6,464,15,76,0.14,738,8
ESP,CTRL,D,13,6,1,2013,76,18,25,7,0,6,464,16,81,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,19,25,7,0,6,465,17,86,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,20,25,7,0,6,466,17,91,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,21,25,7,0,6,467,18,96,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,22,25,7,0,6,468,19,100,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,23,25,7,0,6,469,20,105,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,24,25,7,0,6,469,21,110,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,25,25,7,0,6,471,22,115,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,26,25,7,0,6,471,23,120,0.13,738,8
ESP,CTRL,D,13,6,1,2013,76,27,25,7,0,6,472,23,124,0.13,738,8
ESP,CTRL,D,13,7,1,2013,77,1,25,7,0,7,463,0,0,0,738,8
ESP,CTRL,D,13,7,1,2013,77,2,25,7,0,7,466,0,4,0,738,8
ESP,CTRL,D,13,7,1,2013,77,3,25,7,0,7,468,0,9,0,738,8
ESP,CTRL,D,13,7,1,2013,77,4,25,7,0,7,469,5,14,0.26,738,8
ESP,CTRL,D,13,7,1,2013,77,5,25,7,0,8,469,5,19,0.21,738,8
ESP,CTRL,D,13,7,1,2013,77,6,25,7,0,8,470,6,24,0.18,738,8
ESP,CTRL,D,13,7,1,2013,77,7,25,7,0,8,471,6,28,0.16,738,8
ESP,CTRL,D,13,7,1,2013,77,8,25,7,0,8,472,7,33,0.15,738,8
ESP,CTRL,D,13,7,1,2013,77,9,25,7,0,8,472,7,38,0.14,738,8
ESP,CTRL,D,13,7,1,2013,77,10,25,7,0,8,473,8,43,0.13,738,8
ESP,CTRL,D,13,7,1,2013,77,11,25,7,0,8,474,8,48,0.13,738,8
ESP,CTRL,D,13,7,1,2013,77,12,25,7,0,8,474,9,52,0.12,738,8
ESP,CTRL,D,13,7,1,2013,77,13,25,7,0,8,475,10,57,0.12,738,8
ESP,CTRL,D,13,7,1,2013,77,14,25,7,0,8,475,10,62,0.11,738,8
ESP,CTRL,D,13,7,1,2013,77,15,25,7,0,8,476,10,67,0.11,738,8
ESP,CTRL,D,13,7,1,2013,77,16,25,7,0,8,477,11,72,0.11,738,8
ESP,CTRL,D,13,7,1,2013,77,17,25,7,0,9,477,12,76,0.1,738,8
ESP,CTRL,D,13,7,1,2013,77,18,25,7,0,9,478,12,81,0.1,738,8
ESP,CTRL,D,13,7,1,2013,77,19,25,7,0,9,478,12,86,0.1,738,8
ESP,CTRL,D,13,7,1,2013,77,20,25,7,0,9,479,13,91,0.1,738,8
ESP,CTRL,D,13,7,1,2013,77,21,25,7,0,9,479,13,96,0.1,738,8
ESP,CTRL,D,13,7,1,2013,77,22,25,7,0,9,480,14,100,0.1,738,8
ESP,CTRL,D,13,7,1,2013,77,23,25,7,0,9,481,14,105,0.09,738,8
ESP,CTRL,D,13,7,1,2013,77,24,25,7,0,9,481,15,110,0.09,738,8
ESP,CTRL,D,13,7,1,2013,77,25,25,7,0,9,482,16,115,0.09,738,8
ESP,CTRL,D,13,7,1,2013,77,26,25,7,0,9,482,16,120,0.09,738,8
ESP,CTRL,D,13,7,1,2013,77,27,25,7,0,9,483,17,124,0.09,738,8
ESP,CTRL,D,13,8,1,2013,78,10,25,7,0,12,451,0,0,0,738,8
ESP,CTRL,D,13,8,1,2013,78,11,25,7,0,12,451,0,4,0,738,8
ESP,CTRL,D,13,8,1,2013,78,12,25,7,0,12,451,0,9,0,738,8
ESP,CTRL,D,13,8,1,2013,78,13,25,7,0,12,452,0,14,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,14,25,7,0,12,452,0,19,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,15,25,7,0,13,452,0,24,0,738,8
ESP,CTRL,D,13,8,1,2013,78,16,25,7,0,13,452,0,28,0,738,8
ESP,CTRL,D,13,8,1,2013,78,17,25,7,0,13,452,0,33,0,738,8
ESP,CTRL,D,13,8,1,2013,78,18,25,7,0,13,452,0,38,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,19,25,7,0,13,452,0,43,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,20,25,7,0,13,452,0,48,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,21,25,7,0,13,453,1,52,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,22,25,7,0,13,453,1,57,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,23,25,7,0,13,453,1,62,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,24,25,7,0,13,453,1,67,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,25,25,7,0,13,453,1,72,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,26,25,7,0,13,453,1,76,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,27,25,7,0,14,453,2,81,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,28,25,7,0,14,454,2,86,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,29,25,7,0,14,454,2,91,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,30,25,7,0,14,454,2,96,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,31,25,7,0,14,454,2,100,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,32,25,7,0,14,454,2,105,0.01,738,8
ESP,CTRL,D,13,8,1,2013,78,33,25,7,0,14,454,3,110,0.02,738,8
ESP,CTRL,D,13,8,1,2013,78,34,25,7,0,14,454,3,115,0.02,738,8
ESP,CTRL,D,13,8,1,2013,78,35,25,7,0,14,454,3,120,0.02,738,8
ESP,CTRL,D,13,8,1,2013,78,36,25,7,0,14,455,3,124,0.02,738,8
ESP,CTRL,D,13,9,1,2013,79,1,25,7,0,15,443,0,0,0,738,8
ESP,CTRL,D,13,9,1,2013,79,2,25,7,0,15,444,0,4,0,738,8
ESP,CTRL,D,13,9,1,2013,79,3,25,7,0,15,445,0,9,0,738,8
ESP,CTRL,D,13,9,1,2013,79,4,25,7,0,15,446,2,14,0.14,738,8
ESP,CTRL,D,13,9,1,2013,79,5,25,7,0,15,446,3,19,0.13,738,8
ESP,CTRL,D,13,9,1,2013,79,6,25,7,0,16,448,4,24,0.13,738,8
ESP,CTRL,D,13,9,1,2013,79,7,25,7,0,16,448,5,28,0.13,738,8
ESP,CTRL,D,13,9,1,2013,79,8,25,7,0,16,449,6,33,0.13,738,8
ESP,CTRL,D,13,9,1,2013,79,9,25,7,0,16,450,7,38,0.13,738,8
ESP,CTRL,D,13,9,1,2013,79,10,25,7,0,16,451,8,43,0.13,738,8
ESP,CTRL,D,13,9,1,2013,79,11,25,7,0,16,452,8,48,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,12,25,7,0,16,452,9,52,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,13,25,7,0,16,453,10,57,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,14,25,7,0,16,454,10,62,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,15,25,7,0,16,455,11,67,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,16,25,7,0,16,455,12,72,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,17,25,7,0,16,456,13,76,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,18,25,7,0,17,457,13,81,0.12,738,8
ESP,CTRL,D,13,9,1,2013,79,19,25,7,0,17,458,14,86,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,20,25,7,0,17,459,15,91,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,21,25,7,0,17,459,16,96,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,22,25,7,0,17,460,16,100,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,23,25,7,0,17,461,17,105,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,24,25,7,0,17,461,18,110,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,25,25,7,0,17,462,19,115,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,26,25,7,0,17,463,19,120,0.11,738,8
ESP,CTRL,D,13,9,1,2013,79,27,25,7,0,17,464,20,124,0.11,738,8
ESP,CTRL,D,13,10,1,2013,80,1,25,7,0,18,446,0,0,0,738,8
ESP,CTRL,D,13,10,1,2013,80,2,25,7,0,18,446,0,4,0,738,8
ESP,CTRL,D,13,10,1,2013,80,3,25,7,0,18,447,0,9,0,738,8
ESP,CTRL,D,13,10,1,2013,80,4,25,7,0,18,447,1,14,0.04,738,8
ESP,CTRL,D,13,10,1,2013,80,5,25,7,0,18,447,1,19,0.04,738,8
ESP,CTRL,D,13,10,1,2013,80,6,25,7,0,19,447,1,24,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,7,25,7,0,19,447,1,28,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,8,25,7,0,19,447,1,33,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,9,25,7,0,19,448,1,38,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,10,25,7,0,19,448,1,43,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,11,25,7,0,19,448,2,48,0.02,738,8
ESP,CTRL,D,13,10,1,2013,80,12,25,7,0,19,448,2,52,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,13,25,7,0,19,449,2,57,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,14,25,7,0,19,449,2,62,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,15,25,7,0,19,449,2,67,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,16,25,7,0,19,449,3,72,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,17,25,7,0,19,449,3,76,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,18,25,7,0,20,450,3,81,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,19,25,7,0,20,450,3,86,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,20,25,7,0,20,450,4,91,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,21,25,7,0,20,450,4,96,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,22,25,7,0,20,450,4,100,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,23,25,7,0,20,451,4,105,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,24,25,7,0,20,451,4,110,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,25,25,7,0,20,451,5,115,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,26,25,7,0,20,452,5,120,0.03,738,8
ESP,CTRL,D,13,10,1,2013,80,27,25,7,0,20,452,5,124,0.03,738,8
TU4,CTRL,UD,13,1,1,2013,71,28,23,7,0,44,470,0,0,0,743,8
TU4,CTRL,UD,13,1,1,2013,71,29,23,7,0,44,470,0,4,0,743,8
TU4,CTRL,UD,13,1,1,2013,71,30,23,7,0,44,472,0,9,0,743,8
